game_id,year,week,owner_1,score_1,result_1,owner_2,score_2,result_2,season,round
456,2017,13,LB,64.1,L,DG,94.8,W,Regular Season,Regular Season
457,2017,13,NN,128.6,W,RW,84.5,L,Regular Season,Regular Season
458,2017,13,WF,135,L,CN,152.6,W,Regular Season,Regular Season
459,2017,13,OB,80.8,L,CD,84.1,W,Regular Season,Regular Season
460,2017,13,ML,106.6,W,DK,55.8,L,Regular Season,Regular Season
461,2017,14,DG,96.1,L,OB,109.6,W,Post Season,Wildcard
462,2017,14,NN,80.8,L,CD,141.2,W,Post Season,Wildcard
463,2017,14,RW,118,W,WF,100.5,L,Post Season,B4 Playoffs
464,2017,14,DK,79.9,L,LB,113.7,W,Post Season,B4 Playoffs
465,2017,15,OB,181.5,W,ML,84.2,L,Post Season,Semifinal
466,2017,15,CD,133.8,W,CN,74.8,L,Post Season,Semifinal
467,2017,15,NN,105,W,DG,99.5,L,Post Season,Consolation
468,2017,15,LB,107.2,W,RW,46.9,L,Post Season,B4 Playoffs
469,2017,15,DK,66.5,L,WF,117.9,W,Post Season,B4 Playoffs
470,2017,16,OB,99.2,L,CD,130.6,W,Post Season,Championship
471,2017,16,CN,51.3,L,ML,119.5,W,Post Season,3rd Place
472,2017,16,NN,104.5,W,DG,78.6,L,Post Season,Consolation
473,2017,16,LB,73.4,W,WF,53.9,L,Post Season,B4 Playoffs
474,2017,16,DK,83.5,L,RW,87.7,W,Post Season,B4 Playoffs
